"Gene","Module"
"CITED2","brown4"
"WDR76","black"
"ALX1","purple"
"CD8A","turquoise"
"APOBEC2","grey"
"ERICH1","green"
"TEP1","blue"
"TOR2A","salmon"
"CKMT2","turquoise"
"CROT","turquoise"
"OR1N1","darkorange2"
"ATP13A1","yellow"
"SMC6","brown"
"SLC44A3","violet"
"CALR3","grey"
"PLGLB1","red"
"SOCS3","red"
"AC104809.3","blue"
"DNASE1L2","turquoise"
"ZNF259","blue"
"RP11-293M10.1","yellow"
"ZNF713","green"
"AZI2","turquoise"
"GDF5","grey"
"NFIC","black"
"HID1","blue"
"FZD4","blue"
"C17orf104","purple"
"HPSE2","darkorange2"
"CNTN6","yellow"
"NTSR1","brown"
"NKG7","turquoise"
"ENO4","brown"
"ZNF831","darkorange"
"AL591806.1","thistle2"
"PRR19","greenyellow"
"CENPQ","blue"
"NCOA7","lightsteelblue1"
"FMN2","turquoise"
"PKIG","tan"
"PRTG","grey60"
"AK4","grey"
"TP53BP2","lightyellow"
"CSRP2BP","grey"
"FOXD3","turquoise"
"KNSTRN","lightgreen"
"SERP2","blue"
"HDAC1","darkturquoise"
"INF2","red"
"CHD6","turquoise"
"RABL2A","yellow"
"TARBP1","skyblue3"
"ZNF75D","black"
"PFDN4","darkgreen"
"RP13-512J5.1","grey"
"STEAP3","turquoise"
"PRR4","red"
"C12orf29","cyan"
"NCOA3","white"
"C8orf48","turquoise"
"UBE2W","purple"
"IRS4","pink"
"NDUFS3","black"
"ZC4H2","greenyellow"
"POT1","brown"
"DMC1","turquoise"
"YBX1","salmon"
"TMC2","greenyellow"
"FAM19A4","turquoise"
"SCAMP2","darkgreen"
"NEURL1B","lightsteelblue1"
"CENPL","lightgreen"
"SALL4","cyan"
"TIGD2","green"
"SNN","orangered4"
"C1orf87","blue"
"ZNF783","saddlebrown"
"LTA4H","yellow"
"COX8C","turquoise"
"C11orf58","saddlebrown"
"CFLAR","brown"
"C6orf52","darkgreen"
"CSF3R","blue"
"COL19A1","magenta"
"CDK11B","turquoise"
"C12orf76","salmon"
"CDHR3","orange"
"ROCK2","pink"
"RNF43","turquoise"
"DCN","grey"
"SLC25A21","yellow"
"CPOX","darkturquoise"
"SIGLEC10","royalblue"
"OSBPL10","black"
"CEACAM5","blue"
"ZEB2","magenta"
"WDR62","steelblue"
"CASP1","cyan"
"CRHR1","yellow"
"PRRC2C","orangered4"
"ZFP30","green"
"PA2G4","blue"
"IFITM5","yellow"
"JMJD1C","pink"
"PCDH9","green"
"PRSS22","turquoise"
"TMEM67","purple"
"ANKS3","grey"
"AMZ1","turquoise"
"PDCD10","green"
"RP11-195B21.3","yellow"
"EPHA8","turquoise"
"TRIM33","lightpink4"
"SYN1","turquoise"
"TRUB2","royalblue"
"TLR8","darkorange"
"CRCP","yellow"
"GNAT1","greenyellow"
"PTER","sienna3"
"ZNF25","darkmagenta"
"AC007382.1","grey"
"GTF3C1","green"
"PCDHA9","grey"
"VCP","lightcyan"
"PIRT","midnightblue"
"CSTB","brown"
"PALD1","red"
"EPHX3","turquoise"
"GIGYF2","turquoise"
"ZBTB42","black"
"PCDH10","brown"
"RP11-297M9.1","maroon"
"HTR2C","tan"
"PLCL2","thistle1"
"CA8","turquoise"
"CDC37L1","pink"
"LILRB2","darkorange"
"SPAST","violet"
"FBXO33","blue"
"TRAPPC13","turquoise"
"VCPKMT","royalblue"
"ZNF782","darkgrey"
"PPT2","purple"
"SNED1","salmon"
"DNTTIP2","salmon"
"VAT1L","pink"
"SLC26A1","lightgreen"
"RTCA","salmon4"
"CCDC103","red"
"RP11-242G20.1","palevioletred3"
"CD3EAP","royalblue"
"RASGRP2","yellow"
"PIH1D3","blue"
"NPY5R","grey"
"SPAG5","lightgreen"
"NUDT10","turquoise"
"SQSTM1","salmon"
"NRGN","skyblue3"
"ZNF473","mediumpurple3"
"RNF8","cyan"
"FSD1","white"
"GPA33","grey"
"C2orf70","tan"
"LGI3","turquoise"
"EVA1C","white"
"TRIM63","brown"
"GID8","turquoise"
"IPCEF1","turquoise"
"NCF1","turquoise"
"ZNF226","lightcyan1"
"PTX4","midnightblue"
"PRRC2B","yellow"
"HSH2D","brown"
"CRABP1","darkgreen"
"NES","yellow"
"SLC28A3","brown"
"TEAD3","brown"
"SLMO2","brown"
"CWF19L2","black"
"RSPO1","magenta"
"CNOT2","grey"
"ADIPOR1","blue"
"CSAD","green"
"CYP19A1","yellow"
"DYNC2LI1","red"
"KRT6A","magenta"
"ACVR1C","turquoise"
"CHRNA1","tan"
"RNASE6","darkorange"
"NSMCE1","green"
"ABHD14A","green"
"SOHLH1","yellow"
"PLA2G4F","blue"
"FSIP2","black"
"RFK","green"
"CLEC2L","blue"
"TRHDE","grey60"
"EPGN","grey"
"AL359195.1","darkorange"
"MMP26","darkorange2"
"ZNF691","green"
"VSTM2B","pink"
"ARPC5","darkgreen"
"NXPE3","darkred"
"NUDT7","red"
"PDIA3","greenyellow"
"PBDC1","lightyellow"
"CLDN6","turquoise"
"ADAMTS9","red"
"RGL4","brown"
"CLEC4C","yellow"
"C14orf132","cyan"
"LRIT3","grey"
"THAP6","darkturquoise"
"ACSL5","turquoise"
"URGCP","purple"
"PP13439","yellow"
"IVL","palevioletred3"
"PANX1","purple"
"DGKA","purple"
"GNGT1","yellow"
"POLR3K","blue"
"DLGAP5","lightgreen"
"ATP5G3","turquoise"
"SF3B5","paleturquoise"
"ZER1","steelblue"
"CPNE9","grey"
"CCP110","brown"
"ITIH2","yellow"
"PACRG","blue"
"CXorf31","grey"
"HLA-DRB1","blue"
"RFPL4A","magenta"
"FBLIM1","lightyellow"
"IKZF5","turquoise"
"MAGEH1","turquoise"
"SLC4A3","cyan"
"MYRF","red"
"SPRR2G","palevioletred3"
"SMIM1","black"
"TRIM67","turquoise"
"INADL","red"
"NDUFAF1","brown"
"PHLPP2","darkgrey"
"SHD","grey"
"GTDC1","turquoise"
"AC135178.1","green"
"SERPINF1","palevioletred3"
"SNAPC2","purple"
"CYP26B1","grey60"
"HHATL","darkred"
"HPCA","turquoise"
"HSPA1L","purple"
"RP11-47I22.3","pink"
"VPS54","brown"
"NCOA4","paleturquoise"
"RP11-122A3.2","purple"
"HAO2","grey"
"MARS","grey"
"SAMD9","turquoise"
"DIABLO","steelblue"
"KCNA3","darkorange"
"COL6A6","grey"
"TUBGCP3","yellowgreen"
"AADAT","purple"
"PHYHIPL","turquoise"
"CEBPZ","black"
"AKR1C1","lightyellow"
"SCN10A","navajowhite2"
"MATN4","green"
"LTK","green"
"HMOX2","violet"
"ATP6V1B1","salmon"
"SIRPG","pink"
"FAM229B","green"
"CNTD2","brown"
"PI15","mediumpurple3"
"G6PD","red"
"OTUD5","yellowgreen"
"SPDYE1","cyan"
"CSF1R","darkorange"
"C1orf220","turquoise"
"KCNH7","yellow"
"TMEM246","thistle1"
"HIST1H4B","grey"
"CYBB","darkorange"
"GDF6","magenta"
"SORD","salmon4"
"HOXC4","grey60"
"MORC4","black"
"FBL","magenta"
"SNX10","orange"
"RAB13","green"
"UGP2","cyan"
"CCR5","darkorange"
"C8orf58","purple"
"WNT11","yellow"
"TP53I13","brown"
"SLC22A31","turquoise"
"GBP1","turquoise"
"SUV420H1","tan"
"EFEMP2","greenyellow"
"CX3CR1","turquoise"
"HEBP1","white"
"AVL9","darkred"
"LGI1","darkorange"
"VPS39","skyblue3"
"UGT2A3","grey"
"HAGH","purple"
"RP11-113D6.6","grey"
"YDJC","blue"
"TMEM185B","brown"
"RNF26","lightgreen"
"UBE2S","lightsteelblue1"
"SERHL2","darkred"
"RAI14","lightcyan1"
"AC011755.1","grey"
"TUBA8","grey"
"SYT6","pink"
"GLDN","yellow"
"HECW2","white"
"DOK2","darkorange"
"TUBA1A","white"
"RASSF5","cyan"
"MTDH","lightsteelblue1"
"MYCBP","midnightblue"
"AMPD2","greenyellow"
"CD244","darkorange"
"LRFN3","purple"
"CXorf67","tan"
"RSPH9","lightyellow"
"ENPP3","grey"
"ST6GALNAC2","yellowgreen"
"GAB1","green"
"TMEM178A","greenyellow"
"RP11-276H1.3","grey"
"ATP6V1A","greenyellow"
"CDK6","greenyellow"
"INHA","yellow"
"AADAC","yellow"
"CCDC15","darkslateblue"
"RERE","green"
"HOXA13","red"
"PANK4","pink"
"NBL1","white"
"MPHOSPH10","salmon"
"USP8","turquoise"
"TSPAN32","magenta"
"MALSU1","midnightblue"
"CDC42SE1","brown"
"SLC16A9","black"
"C11orf57","magenta"
"GHR","midnightblue"
"SNF8","brown4"
"SMIM14","blue"
"PRSS57","lightgreen"
"NT5E","green"
"AC109829.1","grey"
"ADM","cyan"
"CEP89","magenta"
"SLC9A5","cyan"
"NT5DC2","green"
"EFCAB13","lightpink4"
"SENP2","turquoise"
"AGK","darkmagenta"
"NCKAP1","cyan"
"ABCB9","black"
"GALNT16","turquoise"
"SH2D4B","grey"
"TMEM256-PLSCR3","brown"
"ABCF3","yellow"
"ZXDA","royalblue"
"AC011239.1","grey"
"GDF9","grey"
"GPR32","grey"
"TM4SF1","green"
"ROGDI","red"
"KTN1","lightcyan1"
"SRL","grey"
"KLHDC7B","yellow"
"ZNF516","green"
"OTOA","grey"
"AHCY","black"
"TCEAL7","turquoise"
"SCYL2","grey"
"THAP4","saddlebrown"
"TEKT2","brown"
"RAD54L2","purple"
"AKIRIN2","thistle1"
"IGFBP6","orangered4"
"KIAA1239","tan"
"OR2A2","grey"
"ADCK4","red"
"DUSP8","black"
"EVI5","lightyellow"
"NHP2","salmon"
"ARHGAP11A","lightgreen"
"C21orf33","magenta"
"MANSC1","cyan"
"SAMHD1","pink"
"ICAM4","yellow"
"TMEM91","green"
"AL136218.1","grey"
"MDM1","brown4"
"RPE65","magenta"
"ICK","bisque4"
"ERVFRD-1","yellow"
"RAB23","brown"
"BMPR1A","darkslateblue"
"ZNF189","brown"
"ALG8","salmon"
"EFNA5","midnightblue"
"CITED4","red"
"MUC1","turquoise"
"UCP1","tan"
"C5orf38","pink"
"LRRC40","blue"
"AF165138.7","magenta"
"TERT","brown"
"RAB44","blue"
"IL4I1","turquoise"
"BCAS4","salmon"
"RGS20","orangered4"
"SLC35C2","skyblue"
"PEF1","plum2"
"DHDH","tan"
"NT5DC1","lightcyan"
"RAB28","darkturquoise"
"TIGD1","grey"
"PHC3","green"
"NEK4","lightcyan"
"COL4A6","greenyellow"
"SETBP1","turquoise"
"BRIP1","lightgreen"
"PCGF5","skyblue3"
"DRC1","blue"
"HEMK1","brown4"
"ZNF235","ivory"
"GRPEL1","saddlebrown"
"POLR2J3","salmon"
"MAT2A","darkgreen"
"MYO18B","turquoise"
"IMMP2L","darkred"
"AC135048.1","red"
"ATP9A","green"
"MMRN1","grey"
"PSMA4","salmon"
"CDCA7","blue"
"PHACTR3","turquoise"
"C1QTNF2","turquoise"
"OST4","tan"
"MS4A6A","darkorange"
"LYRM7","green"
"PTP4A2","darkturquoise"
"CALB1","turquoise"
"LECT1","grey"
"SERF1A","darkturquoise"
"MICU1","royalblue"
"GPALPP1","white"
"PGBD5","turquoise"
"SMR3B","grey"
"GPR64","yellow"
"PPM1A","mediumpurple3"
"OSBPL3","red"
"SEMA4G","violet"
"RP11-268J15.5","yellow"
"SAFB2","saddlebrown"
"CCDC39","sienna3"
"AC079341.1","magenta"
"TMEM53","black"
"SNX11","yellow"
"ZNF721","darkturquoise"
"ARFIP2","sienna3"
"TTC30A","lightcyan"
"RAD51B","purple"
"HIST1H1B","turquoise"
"SPTA1","grey"
"SYMPK","greenyellow"
"SLC25A31","grey"
"HELT","grey"
"AC007952.5","grey"
"KLKB1","lightgreen"
"MMACHC","salmon"
"PALLD","white"
"FAM120AOS","orange"
"LAMA1","darkgreen"
"CREB3L3","grey"
"KRT81","grey"
"RIPPLY1","magenta"
"OXNAD1","green"
"ELMOD2","skyblue3"
"NKX2-1","plum2"
"C19orf73","purple"
"HIATL2","grey60"
"ACSM4","turquoise"
"SPNS2","lightcyan"
"C2orf78","grey"
"CA6","tan"
"WNT2","yellow"
"AC092811.1","salmon"
"SMYD5","salmon"
"TMEM236","grey"
"ANAPC2","purple"
"RIC8A","blue"
"DHCR24","turquoise"
"TMLHE","cyan"
"SNAPC1","turquoise"
"HCFC1R1","pink"
"AC007204.1","white"
"ARRDC4","brown"
"EPM2A","greenyellow"
"SLC6A16","purple"
"CCDC150","midnightblue"
"AC093157.1","yellowgreen"
"FAM174B","blue"
"ATP4B","grey"
"JMJD8","yellowgreen"
"MYO1G","magenta"
"PROS1","lightyellow"
"ZFP1","turquoise"
"MAPRE2","turquoise"
"CD84","darkorange"
"CAPZA1","salmon"
"ABHD12","pink"
"CCDC80","red"
"GADD45GIP1","royalblue"
"MTFMT","yellow"
"GPM6B","skyblue"
"SSB","darkgreen"
"RIMKLA","lightcyan1"
"PNPLA3","yellow"
"MMP23B","greenyellow"
"ANKRD9","saddlebrown"
"ALX4","midnightblue"
"VPS13A","pink"
"FTO","white"
"KCNV2","cyan"
"DNMT1","red"
"PSMD12","red"
"CARKD","red"
"APH1B","salmon4"
"TBC1D10A","black"
"IL20RB","grey"
"POLR2D","salmon"
"DDB2","turquoise"
"ZNF202","mediumpurple3"
"CLEC14A","grey"
"CYP4F31P","darkred"
"SLC25A33","sienna3"
"TMEM200A","lightyellow"
"CLDN14","grey"
"GCNT3","blue"
"ANKRD20A1","brown"
"MARCKSL1","green"
"P2RX6","cyan"
"C16orf45","turquoise"
"MTAP","black"
"CDH24","cyan"
"C10orf10","turquoise"
"RABGEF1","grey"
"AASS","skyblue"
"MROH8","turquoise"
"KIAA1244","red"
"AL139080.1","midnightblue"
"BTK","blue"
"GLI4","grey"
"PCYT1A","turquoise"
"PDS5B","green"
"USP41","pink"
"SATB1","tan"
"RANBP3L","grey"
"YY1","grey"
"SPTSSA","blue"
"GATSL3","black"
"ANXA8L2","magenta"
"AC091801.1","darkorange2"
"KIAA0556","black"
"FADS1","black"
"ATP6AP1L","yellow"
"APBA1","magenta"
"SLC38A5","yellow"
"EFNA4","black"
"PDE6H","cyan"
"LRRTM4","greenyellow"
"LRGUK","tan"
"HOXD12","lavenderblush3"
"ZNF625","lightcyan"
"AL358813.2","grey"
"HNRNPA1","red"
"AKAP9","brown"
"PINK1","blue"
"CNTNAP3B","purple"
"CACNB3","midnightblue"
"SLC10A1","grey"
"HNRNPA2B1","red"
"ZBTB8A","brown"
"CENPW","blue"
"MRFAP1L1","purple"
"NLRP5","pink"
"PPFIBP2","darkslateblue"
"KCNC1","cyan"
"SUB1","salmon"
"CRB3","red"
"NCOA5","midnightblue"
"CCDC129","pink"
"TMEM151A","greenyellow"
"CPNE6","turquoise"
"NPPA","turquoise"
"DPH2","red"
"LRBA","blue"
"FOXA1","brown"
"OR5C1","grey"
"LINGO1","darkgreen"
"AFTPH","turquoise"
"CAMK1","darkgrey"
"SLC12A1","blue"
"GRIN2A","turquoise"
"SYT17","turquoise"
"UBL7","red"
"CDC42EP2","turquoise"
"NCOA2","pink"
"PAK7","turquoise"
"C10orf126","yellow"
"KCNH4","greenyellow"
"HNMT","lightcyan1"
"HIST1H3G","greenyellow"
"CNOT7","green"
"BPIFC","grey"
"FASTKD1","turquoise"
"ZNF227","salmon"
"CIC","saddlebrown"
"CBX1","brown"
"TMC7","darkgreen"
"C22orf23","magenta"
"CACNG6","turquoise"
"LILRA5","darkorange"
"KLLN","skyblue3"
"ZSCAN12","turquoise"
"DBNL","greenyellow"
"F13B","grey"
"LARGE","red"
"MAP1LC3A","blue"
"KRT84","grey"
"ZNF671","turquoise"
"RBM20","magenta"
"KRTAP5-4","tan"
"AMIGO3","tan"
"EXD3","blue"
"FIBIN","blue"
"ACAD9","paleturquoise"
"AARSD1","grey"
"PRAMEF6","magenta"
"RGN","grey"
"TAC1","grey"
"CCDC71","red"
"LTA","green"
"POLR1A","midnightblue"
"GFM1","cyan"
"HAUS1","black"
"NRG1","green"
"PDE8B","yellow"
"DLX4","green"
"LRRD1","grey"
"OPA1","green"
"IL32","greenyellow"
"AL049747.1","grey"
"PFN3","grey"
"CDK5RAP3","greenyellow"
"ABCC4","brown"
"NTN5","turquoise"
"SSC5D","greenyellow"
"EBLN2","black"
"PPP1R7","tan"
"EFCAB4A","turquoise"
"BRE","brown"
"TFIP11","pink"
"AL022328.1","black"
"B3GNT9","yellow"
"NFE2L1","turquoise"
"ACOT8","grey"
"LY96","darkorange"
"ELAVL2","darkgrey"
"MRPL18","yellow"
"CAPN15","darkturquoise"
"WDR75","red"
"IFT20","pink"
"USP36","paleturquoise"
"SPOCK3","yellow"
"RHCG","turquoise"
"CTNNAL1","blue"
"AL606500.1","grey"
"VSIG2","yellow"
"ITM2C","turquoise"
"LGALS1","darkgreen"
"CPO","lightcyan"
"NPTN","tan"
"PXT1","midnightblue"
"MRGPRX1","magenta"
"MAPKAPK2","blue"
"KIFC2","turquoise"
"SEPT8","cyan"
"GPRASP1","royalblue"
"SEPT11","turquoise"
"BNC1","magenta"
"ANKRD36","grey60"
"GZMM","grey"
"NDUFB7","lightcyan"
"C9orf66","brown"
"OFD1","yellowgreen"
"HOMER3","lightcyan"
"PRKAR1B","green"
"RSPH10B2","grey"
"DNAJC3","red"
"DNAJC28","pink"
"RTN4R","saddlebrown"
"OR10D3","darkorange2"
"NPIPB7","grey"
"MTMR12","purple"
"SERTAD2","grey60"
"CDCA4","lightgreen"
"TRADD","salmon"
"FERMT2","steelblue"
"MARCH7","lightyellow"
"IL17REL","tan"
"MORC2","thistle1"
"FAM129A","purple"
"BPTF","darkolivegreen"
"C12orf54","darkorange2"
"PHF20","darkturquoise"
"STRN3","turquoise"
"TMEM50B","lightcyan"
"WDR65","black"
"ZNF700","pink"
"NMI","turquoise"
"POTEI","grey"
"PHF23","darkslateblue"
"SDF2L1","orange"
"CNGA3","plum1"
"GOLGA8M","purple"
"NFIA","turquoise"
"EOGT","skyblue"
"ARPP19","cyan"
"METTL7A","darkred"
"PILRB","saddlebrown"
"GNG3","turquoise"
"FKSG61","grey"
"POMT2","greenyellow"
"NR2C2","turquoise"
"NEIL2","orange"
"SVOPL","turquoise"
"IDH3A","grey"
"PDIA5","turquoise"
"ITGA2B","turquoise"
"NDUFA4","darkgreen"
"CCDC25","white"
"IMPA1","salmon"
"TMEM78","grey"
"WNT6","greenyellow"
"MRC1","darkorange"
"CYP2R1","violet"
"HSPH1","black"
"MRO","black"
"KIAA0408","darkorange2"
"AC079354.1","greenyellow"
"LAMTOR1","black"
"SLC35E2","blue"
"C7orf43","salmon"
"NOC2L","salmon"
"RPAP2","turquoise"
"PEX5L","grey"
"CRNN","magenta"
"MZT2A","brown"
"RP11-93B14.6","purple"
"APOBEC3D","turquoise"
"FERMT3","cyan"
"CDK5R1","ivory"
"TAB1","lightcyan"
"AHSA2","salmon"
"ADAMTSL2","turquoise"
"PEA15","red"
"NAA40","darkolivegreen"
"HECTD4","blue"
"MT1X","salmon"
"GOT1","brown"
"LHX5","turquoise"
"GABRB3","turquoise"
"CD109","greenyellow"
"BTBD18","grey"
"BID","blue"
"CEP192","lightgreen"
"RAPSN","grey"
"BST1","turquoise"
"RP11-127H5.1","midnightblue"
"IWS1","yellowgreen"
"SNRPD2","greenyellow"
"C22orf31","magenta"
"ZNF519","sienna3"
"VAV3","floralwhite"
"KCNJ16","grey60"
"RCBTB1","darkred"
"LRRC27","salmon"
"LRRC26","turquoise"
"FAM83H","midnightblue"
"PPP1CB","mediumpurple3"
"C11orf48","royalblue"
"FBXL12","yellow"
"BATF2","black"
"RP1","salmon"
"PORCN","darkturquoise"
"GRINA","orangered4"
"DYRK1A","magenta"
"ULK4","violet"
"PSG9","grey"
"FCAR","grey"
"UNC119","cyan"
"FAM209A","pink"
"KCNN4","sienna3"
"ITGB2","red"
"MGMT","darkred"
"CFHR2","magenta"
"STRC","turquoise"
"SETD4","brown"
"BLM","lightgreen"
"ESCO1","skyblue"
"CCDC79","grey"
"AC004817.1","maroon"
"COA4","black"
"CRHR2","purple"
"SLC27A1","steelblue"
"U2AF1L4","steelblue"
"ZNF595","tan"
"ERV3-1","salmon"
"GSTCD","yellow"
"HSPE1","black"
"PGAM5","turquoise"
"SLFNL1","greenyellow"
"SLC22A18","brown4"
"ENDOD1","violet"
"TBC1D3F","turquoise"
"SERPINA10","cyan"
"PTP4A3","darkmagenta"
"ANKRD63","grey"
"CHUK","grey60"
"TBX6","turquoise"
"PKDCC","midnightblue"
"ADSL","tan"
"H1FOO","honeydew1"
"SERAC1","paleturquoise"
"CALD1","orange"
"IFI27L1","greenyellow"
"ENTHD2","yellow"
"SLC30A8","darkorange2"
"ZNF230","grey"
"RBM22","brown"
"ZFYVE1","royalblue"
"LNX2","purple"
"SRPK3","royalblue"
"SYT1","greenyellow"
"ZNF517","tan"
"THRB","red"
"TBC1D8","plum1"
"CPE","lightyellow"
"SCAND1","orange"
"CDH9","grey"
"VDAC1","black"
"PICALM","plum1"
"HSPBP1","blue"
"SOCS2","darkred"
"PLXNA1","grey60"
"C9orf152","blue"
"APOC1","brown"
"NUP93","blue"
"SEMA6B","plum2"
"GLTSCR1L","darkgreen"
"AGA","green"
"MAPK1","lightcyan"
"ATXN1L","turquoise"
"IL20RA","brown"
"DYNLL1","turquoise"
"GPR152","blue"
"PLAGL1","lightyellow"
"RBM4B","magenta"
"MED7","green"
"RIMS3","sienna3"
"ILK","cyan"
"ZNF623","pink"
"OSGIN1","green"
"ACADVL","blue"
"RPL22","bisque4"
"CFHR5","grey"
"TNNT1","lightsteelblue1"
"G2E3","greenyellow"
"SLPI","blue"
"SPATA21","grey"
"RNF212","turquoise"
"RBM14","lightgreen"
"TMEM215","thistle2"
"NAIP","white"
"NR3C1","darkred"
"CAMTA2","blue"
"FAM92B","brown"
"SUV420H2","yellow"
"LIPH","black"
"RBM4","thistle1"
"NUS1","yellow"
"TRIM74","greenyellow"
"BCL2A1","grey"
"PLA2G12A","lightcyan"
"LPPR4","yellow"
"TK1","darkturquoise"
"RDH8","grey"
"GPER1","brown"
"CCDC12","mediumpurple3"
"UPK3A","grey"
"PSMA6","turquoise"
"THBS3","royalblue"
"DDC8","grey"
"MSC","turquoise"
"RAB36","salmon"
"AC017028.1","grey"
"HNRNPUL1","darkturquoise"
"RPL7L1","brown"
"CDC7","lightgreen"
"STK17A","white"
"CCNI","salmon"
"CHCHD3","blue"
"RPS3","yellow"
"ACTR3","grey60"
"NR2F2","turquoise"
"LYPD1","turquoise"
"MCM6","black"
"GPR34","grey"
"FAM21A","salmon4"
"FAM185A","darkgreen"
"TCEA2","yellow"
"HDGF","midnightblue"
"INSM1","grey"
"SLC39A12","darkorange2"
"DNAI1","brown"
"ZCCHC11","green"
"KCNJ8","turquoise"
"TSC22D1","red"
"KCTD20","midnightblue"
"CLN8","lightcyan"
"GATSL1","grey"
"DHPS","salmon"
"TNR","pink"
"OR2B2","purple"
"SETDB2","white"
"OR4C6","grey"
"IFI6","turquoise"
"IFIT1B","darkorange2"
"SCAF8","mediumpurple3"
"PSMD5","turquoise"
"SF1","brown"
"HIST4H4","turquoise"
"CHSY1","darkgreen"
"NHLRC4","brown"
"RELA","darkolivegreen"
"EPG5","blue"
"UGDH","brown4"
"LPXN","green"
"SFXN1","salmon"
"COX7B","red"
"DLX2","red"
"RAD50","red"
"PRRT1","purple"
"IL17RB","turquoise"
"SLC31A1","blue"
"METTL3","salmon"
"DNMBP","lightcyan1"
"ITSN2","darkturquoise"
"GAPDH","tan"
"ACSL3","pink"
"GLB1L3","turquoise"
"TMEM150A","turquoise"
"ENTPD5","darkolivegreen"
"TAS2R13","grey"
"SNX24","grey"
"BSG","lightcyan"
"CAPN14","turquoise"
"DCST2","brown"
"PRELID1","salmon"
"OAS2","brown"
"MLIP","plum1"
"HDHD2","yellow"
"ACAA2","brown"
"ZNF407","violet"
"KLF12","midnightblue"
"C7orf55","grey"
"MLYCD","darkred"
"FAM149A","white"
"MTMR14","black"
"PPY","thistle2"
"RC3H1","black"
"TAF1","lightyellow"
"ANKRD18A","paleturquoise"
"IL18","pink"
"UGT8","midnightblue"
"AZIN1","ivory"
"RNF7","turquoise"
"C4orf46","violet"
"IL1RAPL2","grey"
"ARMC9","lightyellow"
"KYNU","yellow"
"C19orf38","black"
"GAREML","darkred"
"OTP","grey"
"SCUBE3","tan"
"NEK9","tan"
"ZSCAN5B","grey"
"STAB1","white"
"NLGN4X","thistle1"
"HELZ","salmon"
"AC010536.1","skyblue"
"COA6","grey60"
"CETN2","turquoise"
"CYP2C18","violet"
"C20orf27","brown"
"PSMC3IP","royalblue"
"SPATA5","yellow"
"GJB1","turquoise"
"SCN9A","magenta"
"AC002472.1","midnightblue"
"CHCHD6","green"
"OR10H2","navajowhite2"
"TRNT1","green"
"KMT2E","purple"
"DOCK2","grey"
"LDLRAP1","turquoise"
"WDR93","blue"
"CD97","lightcyan"
"C14orf37","red"
"FOLH1","turquoise"
"PAPD7","lightcyan"
"PEX11G","black"
"ZBTB40","cyan"
"ESRP1","turquoise"
"AQP9","darkorange"
"ARHGEF10L","red"
"PTGS2","brown"
"MNT","darkgrey"
"FRMD8","yellow"
"C1orf229","darkgreen"
"PDSS2","orange"
"KIAA0825","darkturquoise"
"GPR89C","grey"
"PRSS16","turquoise"
"MAPRE3","brown"
"SYT16","magenta"
"MRPS27","black"
"ABCA12","blue"
"MCRS1","brown"
"PCDHGB3","steelblue"
"TRIM56","cyan"
"SH3BGRL","darkgrey"
"SH3BP2","sienna3"
"ZNF45","magenta"
"RP11-89K11.1","tan"
"ABHD12B","pink"
"THUMPD1","greenyellow"
"GNRH1","yellow"
"NAP1L3","lightyellow"
"SSSCA1","salmon"
"EPB41L2","turquoise"
"XKR6","turquoise"
"TRMT1","lightcyan"
"URB1","violet"
"RP11-215A19.2","purple"
"LHX4","black"
"MRPL51","blue"
"IL1R1","green"
"C17orf47","grey"
"HCN3","purple"
"ERC1","ivory"
"KLC2","brown"
"CORO6","green"
"ANXA8","magenta"
"LEO1","turquoise"
"MLLT3","violet"
"PFDN2","darkslateblue"
"FTCDNL1","grey"
"KRT4","blue"
"FAM222A","sienna3"
"DNAJB2","green"
"LRRC18","darkorange"
"MRAP2","purple"
"RBMS1","darkmagenta"
"TMOD4","brown"
"SPEG","lightsteelblue1"
"BORA","green"
"SERPINB4","tan"
"RINL","red"
"C6orf1","yellow"
"MBL2","midnightblue"
"PTRH2","red"
"RILPL1","lightsteelblue1"
"KITLG","darkgrey"
"CRB1","grey"
"ATXN3","steelblue"
"RIC8B","lightcyan"
"CHFR","turquoise"
"GTF2IRD1","pink"
"KIAA1279","red"
"C1orf100","darkorange"
"PELI3","green"
"RALY","darkred"
"ARIH2","purple"
"ATP6V1B2","violet"
"SLC1A3","turquoise"
"AGAP5","lightyellow"
"EIF2AK4","turquoise"
"PSG3","navajowhite2"
"MBOAT7","darkturquoise"
"OR13C5","grey"
"RIBC1","brown"
"ELAVL1","turquoise"
"TBCCD1","salmon"
"LIPT2","grey60"
"PANK3","pink"
"GAL3ST4","greenyellow"
"EZH1","red"
"KLK14","brown"
"DDI1","honeydew1"
"UCN","red"
"YES1","red"
"ZNF480","blue"
"OLIG1","pink"
"SNAI2","turquoise"
"BTNL2","grey"
"CALCOCO2","pink"
"GDPGP1","red"
"GRIK4","turquoise"
"FUNDC2","white"
"GVQW1","yellow"
"AC022431.2","yellow"
"FAM219A","yellow"
"TECPR2","salmon"
"AC115618.1","brown"
"KRT9","magenta"
"SLC26A6","lightcyan1"
"CACNA2D1","green"
"MED30","royalblue"
"CDRT4","brown"
"SCAMP4","yellow"
"RP11-385D13.1","grey"
"TTYH2","red"
"APOO","darkslateblue"
"TM9SF1","red"
"EFNB2","lightyellow"
"STYX","cyan"
"KLRG2","turquoise"
"RAMP2","turquoise"
